Commodity,Year,Attribute,Value
Corn sweeteners: Per capita availability adjusted for loss,1984,Edible weight-Lbs/year,47.89315795
Corn sweeteners: Per capita availability adjusted for loss,1985,Edible weight-Lbs/year,55.31957638
Corn sweeteners: Per capita availability adjusted for loss,1986,Edible weight-Lbs/year,55.92645782
Corn sweeteners: Per capita availability adjusted for loss,1987,Edible weight-Lbs/year,58.00417127
Corn sweeteners: Per capita availability adjusted for loss,1988,Edible weight-Lbs/year,59.54697375
Corn sweeteners: Per capita availability adjusted for loss,1989,Edible weight-Lbs/year,57.46541052
Corn sweeteners: Per capita availability adjusted for loss,1990,Edible weight-Lbs/year,59.4780678
Corn sweeteners: Per capita availability adjusted for loss,1991,Edible weight-Lbs/year,60.49327898
Corn sweeteners: Per capita availability adjusted for loss,1992,Edible weight-Lbs/year,62.2363827
Corn sweeteners: Per capita availability adjusted for loss,1993,Edible weight-Lbs/year,65.08496945
Corn sweeteners: Per capita availability adjusted for loss,1994,Edible weight-Lbs/year,67.83928429
Corn sweeteners: Per capita availability adjusted for loss,1995,Edible weight-Lbs/year,70.02386446
Corn sweeteners: Per capita availability adjusted for loss,1996,Edible weight-Lbs/year,71.30933301
Corn sweeteners: Per capita availability adjusted for loss,1997,Edible weight-Lbs/year,74.55123038
Corn sweeteners: Per capita availability adjusted for loss,1998,Edible weight-Lbs/year,75.71234941
Corn sweeteners: Per capita availability adjusted for loss,1999,Edible weight-Lbs/year,76.26378843
Corn sweeteners: Per capita availability adjusted for loss,2000,Edible weight-Lbs/year,74.35956395
Corn sweeteners: Per capita availability adjusted for loss,2001,Edible weight-Lbs/year,73.448566
Corn sweeteners: Per capita availability adjusted for loss,2002,Edible weight-Lbs/year,73.7822541
Corn sweeteners: Per capita availability adjusted for loss,2003,Edible weight-Lbs/year,71.83352822
Corn sweeteners: Per capita availability adjusted for loss,2004,Edible weight-Lbs/year,71.54755197
Corn sweeteners: Per capita availability adjusted for loss,2005,Edible weight-Lbs/year,70.61341156
Corn sweeteners: Per capita availability adjusted for loss,2006,Edible weight-Lbs/year,68.46779694
Corn sweeteners: Per capita availability adjusted for loss,2007,Edible weight-Lbs/year,66.20507724
Corn sweeteners: Per capita availability adjusted for loss,2008,Edible weight-Lbs/year,62.81249268
Corn sweeteners: Per capita availability adjusted for loss,2009,Edible weight-Lbs/year,60.0103613
Corn sweeteners: Per capita availability adjusted for loss,2010,Edible weight-Lbs/year,58.82848812
Corn sweeteners: Per capita availability adjusted for loss,2011,Edible weight-Lbs/year,56.66951903
Corn sweeteners: Per capita availability adjusted for loss,2012,Edible weight-Lbs/year,56.00029314
Corn sweeteners: Per capita availability adjusted for loss,2013,Edible weight-Lbs/year,53.80509968
Corn sweeteners: Per capita availability adjusted for loss,2014,Edible weight-Lbs/year,54.44798386
Corn sweeteners: Per capita availability adjusted for loss,2015,Edible weight-Lbs/year,53.42958073
Corn sweeteners: Per capita availability adjusted for loss,2016,Edible weight-Lbs/year,52.2168714
Corn sweeteners: Per capita availability adjusted for loss,2017,Edible weight-Lbs/year,51.96097573
Corn sweeteners: Per capita availability adjusted for loss,2018,Edible weight-Lbs/year,50.81256781
Corn sweeteners: Per capita availability adjusted for loss,2019,Edible weight-Lbs/year,49.86551268
Corn sweeteners: Per capita availability adjusted for loss,2020,Edible weight-Lbs/year,49.71518564
Corn sweeteners: Per capita availability adjusted for loss,2021,Edible weight-Lbs/year,49.17711419
Corn sweeteners: Per capita availability adjusted for loss,1970,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1971,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1972,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1973,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1974,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1975,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1976,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1977,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1978,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1979,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1980,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1981,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1982,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1983,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1984,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1985,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1986,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1987,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1988,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1989,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1990,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1991,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1992,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1993,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1994,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1995,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1996,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1997,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1998,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1999,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2000,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2001,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2002,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2003,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2004,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2005,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2006,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2007,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2008,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2009,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2010,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2011,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2012,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2013,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2014,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2015,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2016,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2017,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2018,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2019,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2020,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2021,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1970,Per capita availability adjusted for loss-Lbs/year,9.33428918
Corn sweeteners: Per capita availability adjusted for loss,1971,Per capita availability adjusted for loss-Lbs/year,9.790017189
Corn sweeteners: Per capita availability adjusted for loss,1972,Per capita availability adjusted for loss-Lbs/year,10.4273003
Corn sweeteners: Per capita availability adjusted for loss,1973,Per capita availability adjusted for loss-Lbs/year,11.59999982
Corn sweeteners: Per capita availability adjusted for loss,1974,Per capita availability adjusted for loss-Lbs/year,12.42747059
Corn sweeteners: Per capita availability adjusted for loss,1975,Per capita availability adjusted for loss-Lbs/year,13.67815893
Corn sweeteners: Per capita availability adjusted for loss,1976,Per capita availability adjusted for loss-Lbs/year,14.80628612
Corn sweeteners: Per capita availability adjusted for loss,1977,Per capita availability adjusted for loss-Lbs/year,16.016429
Corn sweeteners: Per capita availability adjusted for loss,1978,Per capita availability adjusted for loss-Lbs/year,16.67577242
Corn sweeteners: Per capita availability adjusted for loss,1979,Per capita availability adjusted for loss-Lbs/year,18.67614438
Corn sweeteners: Per capita availability adjusted for loss,1980,Per capita availability adjusted for loss-Lbs/year,20.7570078
Corn sweeteners: Per capita availability adjusted for loss,1981,Per capita availability adjusted for loss-Lbs/year,22.99442111
Corn sweeteners: Per capita availability adjusted for loss,1982,Per capita availability adjusted for loss-Lbs/year,25.10144958
Corn sweeteners: Per capita availability adjusted for loss,1983,Per capita availability adjusted for loss-Lbs/year,27.96269758
Corn sweeteners: Per capita availability adjusted for loss,1984,Per capita availability adjusted for loss-Lbs/year,31.60948425
Corn sweeteners: Per capita availability adjusted for loss,1985,Per capita availability adjusted for loss-Lbs/year,36.51092041
Corn sweeteners: Per capita availability adjusted for loss,1986,Per capita availability adjusted for loss-Lbs/year,36.91146216
Corn sweeteners: Per capita availability adjusted for loss,1987,Per capita availability adjusted for loss-Lbs/year,38.28275304
Corn sweeteners: Per capita availability adjusted for loss,1988,Per capita availability adjusted for loss-Lbs/year,39.30100267
Corn sweeteners: Per capita availability adjusted for loss,1989,Per capita availability adjusted for loss-Lbs/year,37.92717094
Corn sweeteners: Per capita availability adjusted for loss,1990,Per capita availability adjusted for loss-Lbs/year,39.25552475
Corn sweeteners: Per capita availability adjusted for loss,1991,Per capita availability adjusted for loss-Lbs/year,39.92556412
Corn sweeteners: Per capita availability adjusted for loss,1992,Per capita availability adjusted for loss-Lbs/year,41.07601258
Corn sweeteners: Per capita availability adjusted for loss,1993,Per capita availability adjusted for loss-Lbs/year,42.95607983
Corn sweeteners: Per capita availability adjusted for loss,1994,Per capita availability adjusted for loss-Lbs/year,44.77392763
Corn sweeteners: Per capita availability adjusted for loss,1995,Per capita availability adjusted for loss-Lbs/year,46.21575054
Corn sweeteners: Per capita availability adjusted for loss,1996,Per capita availability adjusted for loss-Lbs/year,47.06415979
Corn sweeteners: Per capita availability adjusted for loss,1997,Per capita availability adjusted for loss-Lbs/year,49.20381205
Corn sweeteners: Per capita availability adjusted for loss,1998,Per capita availability adjusted for loss-Lbs/year,49.97015061
Corn sweeteners: Per capita availability adjusted for loss,1999,Per capita availability adjusted for loss-Lbs/year,50.33410036
Corn sweeteners: Per capita availability adjusted for loss,2000,Per capita availability adjusted for loss-Lbs/year,49.07731221
Corn sweeteners: Per capita availability adjusted for loss,2001,Per capita availability adjusted for loss-Lbs/year,48.47605356
Corn sweeteners: Per capita availability adjusted for loss,2002,Per capita availability adjusted for loss-Lbs/year,48.69628771
